1,0.001,1000.000000
2,0.004,1000.000000
3,0.006,1000.000000
4,0.007,1000.000000
5,0.009,1000.000000
6,0.011,1000.000000
7,0.013,1000.000000
8,0.015,1000.000000
9,0.020,250.000000
10,0.026,333.333333
11,0.029,500.000000
12,0.032,500.000000
13,0.034,1000.000000
14,0.036,1000.000000
15,0.038,1000.000000
16,0.039,1000.000000
17,0.041,1000.000000
18,0.042,1000.000000
19,0.044,1000.000000
20,0.046,1000.000000
21,0.047,1000.000000
22,0.049,1000.000000
23,0.050,1000.000000
24,0.053,500.000000
25,0.055,1000.000000
