1,0.002,500.000000
2,0.005,1000.000000
3,0.007,1000.000000
4,0.010,1000.000000
5,0.011,1000.000000
6,0.013,1000.000000
7,0.014,1000.000000
8,0.016,1000.000000
9,0.018,1000.000000
10,0.022,1000.000000
11,0.024,1000.000000
12,0.026,1000.000000
13,0.031,250.000000
14,0.033,500.000000
15,0.043,111.111111
16,0.045,1000.000000
17,0.047,1000.000000
18,0.050,1000.000000
19,0.052,500.000000
20,0.054,1000.000000
21,0.056,1000.000000
22,0.059,500.000000
23,0.061,1000.000000
24,0.062,1000.000000
25,0.064,1000.000000
