1,0.001,1000.000000
2,0.004,1000.000000
3,0.006,1000.000000
4,0.007,1000.000000
5,0.009,1000.000000
6,0.011,1000.000000
7,0.013,1000.000000
8,0.016,333.333333
9,0.018,1000.000000
10,0.022,500.000000
11,0.025,500.000000
12,0.029,333.333333
13,0.031,1000.000000
14,0.032,1000.000000
15,0.034,1000.000000
16,0.035,1000.000000
17,0.038,500.000000
18,0.039,1000.000000
19,0.041,1000.000000
20,0.043,1000.000000
21,0.045,1000.000000
22,0.047,1000.000000
23,0.049,1000.000000
24,0.051,1000.000000
25,0.053,1000.000000
26,0.055,1000.000000
27,0.057,1000.000000
28,0.059,1000.000000
29,0.061,1000.000000
30,0.066,200.000000
31,0.068,1000.000000
32,0.072,250.000000
33,0.076,500.000000
34,0.079,500.000000
35,0.080,1000.000000
36,0.082,1000.000000
37,0.084,1000.000000
38,0.086,1000.000000
39,0.088,1000.000000
40,0.091,1000.000000
41,0.092,1000.000000
42,0.094,1000.000000
43,0.096,1000.000000
44,0.098,1000.000000
45,0.100,1000.000000
46,0.102,1000.000000
47,0.105,500.000000
