1,0.003,333.333333
2,0.006,1000.000000
3,0.008,1000.000000
4,0.010,1000.000000
5,0.012,1000.000000
6,0.014,1000.000000
7,0.016,1000.000000
8,0.017,1000.000000
9,0.020,1000.000000
10,0.024,500.000000
11,0.026,1000.000000
12,0.029,1000.000000
13,0.030,1000.000000
14,0.033,1000.000000
15,0.035,1000.000000
16,0.037,1000.000000
17,0.039,1000.000000
18,0.043,333.333333
19,0.046,500.000000
20,0.049,500.000000
21,0.052,333.333333
22,0.056,500.000000
23,0.058,1000.000000
24,0.060,1000.000000
25,0.062,1000.000000
26,0.064,1000.000000
27,0.065,1000.000000
28,0.067,1000.000000
29,0.069,1000.000000
30,0.071,1000.000000
31,0.072,1000.000000
32,0.074,1000.000000
33,0.076,1000.000000
34,0.077,1000.000000
35,0.079,1000.000000
36,0.081,1000.000000
37,0.083,1000.000000
38,0.085,1000.000000
39,0.087,1000.000000
40,0.088,1000.000000
41,0.092,333.333333
42,0.094,1000.000000
43,0.098,250.000000
44,0.102,333.333333
45,0.105,500.000000
46,0.107,1000.000000
47,0.109,1000.000000
