1,0.001,1000.000000
2,0.004,1000.000000
3,0.006,1000.000000
4,0.008,1000.000000
5,0.009,1000.000000
6,0.011,1000.000000
7,0.013,1000.000000
8,0.015,1000.000000
9,0.017,1000.000000
10,0.021,1000.000000
11,0.025,333.333333
12,0.027,1000.000000
13,0.031,250.000000
14,0.034,500.000000
15,0.037,333.333333
16,0.039,1000.000000
17,0.041,1000.000000
18,0.043,1000.000000
19,0.044,1000.000000
20,0.046,1000.000000
21,0.048,1000.000000
22,0.050,1000.000000
23,0.052,1000.000000
24,0.054,1000.000000
25,0.056,1000.000000
26,0.057,1000.000000
27,0.059,1000.000000
28,0.061,1000.000000
29,0.063,1000.000000
30,0.065,1000.000000
31,0.067,1000.000000
32,0.068,1000.000000
33,0.070,1000.000000
34,0.076,200.000000
35,0.080,250.000000
36,0.083,500.000000
37,0.086,333.333333
38,0.089,1000.000000
39,0.091,1000.000000
40,0.092,1000.000000
41,0.094,1000.000000
42,0.096,1000.000000
43,0.098,1000.000000
44,0.099,1000.000000
45,0.101,1000.000000
46,0.103,1000.000000
47,0.105,500.000000
